date,sp500_price,sp500_pe_ratio
1998-05-01,1108.42,28.30
1998-06-01,1108.39,28.44
1998-07-01,1156.58,29.90
1998-08-01,1074.62,28.00
1998-09-01,1020.64,26.80
1998-10-01,1032.47,27.20
1998-11-01,1144.43,30.25
1998-12-01,1190.05,31.56
1999-01-01,1248.77,32.92
1999-02-01,1246.58,32.67
1999-03-01,1281.66,33.39
1999-04-01,1334.76,34.00
1999-05-01,1332.07,33.19
1999-06-01,1322.55,32.24
1999-07-01,1380.99,32.88
1999-08-01,1327.49,30.89
1999-09-01,1318.17,29.99
1999-10-01,1300.01,28.66
1999-11-01,1391.00,29.74
1999-12-01,1428.68,29.66
2000-01-01,1425.59,29.04
2000-02-01,1388.87,27.76
2000-03-01,1442.21,28.31
2000-04-01,1461.36,28.50
2000-05-01,1418.48,27.49
2000-06-01,1461.96,28.16
2000-07-01,1473.00,28.05
2000-08-01,1485.46,27.97
2000-09-01,1468.05,27.34
2000-10-01,1390.14,26.50
2000-11-01,1378.04,26.90
2000-12-01,1330.93,26.62
2001-01-01,1335.63,27.55
2001-02-01,1305.75,27.81
2001-03-01,1185.85,26.10
2001-04-01,1189.84,27.96
2001-05-01,1270.37,32.02
2001-06-01,1238.71,33.67
2001-07-01,1204.45,35.46
2001-08-01,1178.50,37.85
2001-09-01,1044.64,36.90
2001-10-01,1076.59,39.72
2001-11-01,1129.68,43.62
2001-12-01,1144.93,46.37
2002-01-01,1140.21,46.17
2002-02-01,1100.67,44.57
2002-03-01,1153.79,46.71
2002-04-01,1111.93,43.81
2002-05-01,1079.25,41.41
2002-06-01,1014.02,37.92
2002-07-01,903.59,32.46
2002-08-01,912.55,31.53
2002-09-01,867.81,28.89
2002-10-01,854.63,29.24
2002-11-01,909.93,32.03
2002-12-01,899.18,32.59
2003-01-01,895.84,31.43
2003-02-01,837.03,28.46
2003-03-01,846.63,27.92
2003-04-01,890.03,28.05
2003-05-01,935.96,28.24
2003-06-01,988.00,28.60
2003-07-01,992.54,27.65
2003-08-01,989.53,26.57
2003-09-01,1019.44,26.42
2003-10-01,1038.73,24.75
2003-11-01,1049.90,23.15
2003-12-01,1080.64,22.17
2004-01-01,1132.52,22.73
2004-02-01,1143.36,22.46
2004-03-01,1123.98,21.61
2004-04-01,1133.36,21.23
2004-05-01,1102.78,20.14
2004-06-01,1132.76,20.17
2004-07-01,1105.85,19.51
2004-08-01,1088.94,19.03
2004-09-01,1117.66,19.35
2004-10-01,1117.21,19.25
2004-11-01,1168.94,20.05
2004-12-01,1199.21,20.48
2005-01-01,1181.41,19.99
2005-02-01,1199.63,20.11
2005-03-01,1194.90,19.84
2005-04-01,1164.43,19.02
2005-05-01,1178.28,18.93
2005-06-01,1202.25,19.00
2005-07-01,1222.24,19.00
2005-08-01,1224.27,18.72
2005-09-01,1225.92,18.44
2005-10-01,1191.96,17.64
2005-11-01,1237.37,18.01
2005-12-01,1262.07,18.07
2006-01-01,1278.73,18.07
2006-02-01,1276.65,17.80
2006-03-01,1293.74,17.80
2006-04-01,1302.17,17.77
2006-05-01,1290.01,17.46
2006-06-01,1253.17,16.82
2006-07-01,1260.24,16.61
2006-08-01,1287.15,16.67
2006-09-01,1317.74,16.77
2006-10-01,1363.38,17.14
2006-11-01,1388.64,17.24
2006-12-01,1416.42,17.38
2007-01-01,1424.16,17.36
2007-02-01,1444.80,17.49
2007-03-01,1406.95,16.92
2007-04-01,1463.64,17.48
2007-05-01,1511.14,17.92
2007-06-01,1514.19,17.83
2007-07-01,1520.71,18.36
2007-08-01,1454.62,18.02
2007-09-01,1497.12,19.05
2007-10-01,1539.66,20.68
2007-11-01,1463.39,20.81
2007-12-01,1479.22,22.35
2008-01-01,1378.76,21.46
2008-02-01,1354.87,21.74
2008-03-01,1316.94,21.81
2008-04-01,1370.47,23.88
2008-05-01,1403.22,25.81
2008-06-01,1341.25,26.11
2008-07-01,1257.33,25.37
2008-08-01,1281.47,26.83
2008-09-01,1216.95,26.48
2008-10-01,968.80,27.22
2008-11-01,883.04,34.99
2008-12-01,877.56,58.98
2009-01-01,865.58,70.91
2009-02-01,805.23,84.46
2009-03-01,757.13,110.37
2009-04-01,848.15,119.85
2009-05-01,902.41,123.73
2009-06-01,926.12,123.32
2009-07-01,935.82,101.87
2009-08-01,1009.73,92.95
2009-09-01,1044.55,83.30
2009-10-01,1067.66,42.12
2009-11-01,1088.07,28.51
2009-12-01,1110.38,21.78
2010-01-01,1123.58,20.70
2010-02-01,1089.16,18.91
2010-03-01,1152.05,18.91
2010-04-01,1197.32,19.01
2010-05-01,1125.06,17.30
2010-06-01,1083.36,16.15
2010-07-01,1079.80,15.72
2010-08-01,1087.28,15.47
2010-09-01,1122.08,15.61
2010-10-01,1171.58,15.90
2010-11-01,1198.89,15.88
2010-12-01,1241.53,16.05
2011-01-01,1282.62,16.30
2011-02-01,1321.12,16.52
2011-03-01,1304.49,16.04
2011-04-01,1331.51,16.21
2011-05-01,1338.31,16.12
2011-06-01,1287.29,15.35
2011-07-01,1325.19,15.61
2011-08-01,1185.31,13.79
2011-09-01,1173.88,13.50
2011-10-01,1207.22,13.88
2011-11-01,1226.42,14.10
2011-12-01,1243.32,14.30
2012-01-01,1300.58,14.87
2012-02-01,1352.49,15.37
2012-03-01,1389.24,15.69
2012-04-01,1386.43,15.70
2012-05-01,1341.27,15.22
2012-06-01,1323.48,15.05
2012-07-01,1359.78,15.55
2012-08-01,1403.45,16.14
2012-09-01,1443.42,16.69
2012-10-01,1437.82,16.62
2012-11-01,1394.51,16.12
2012-12-01,1422.29,16.44
2013-01-01,1480.40,17.03
2013-02-01,1512.31,17.32
2013-03-01,1550.83,17.68
2013-04-01,1570.70,17.69
2013-05-01,1639.84,18.25
2013-06-01,1618.77,17.80
2013-07-01,1668.68,18.12
2013-08-01,1670.09,17.91
2013-09-01,1687.17,17.88
2013-10-01,1720.03,17.86
2013-11-01,1783.54,18.15
2013-12-01,1807.78,18.04
2014-01-01,1822.36,18.15
2014-02-01,1817.04,18.06
2014-03-01,1863.52,18.48
2014-04-01,1864.26,18.35
2014-05-01,1889.77,18.46
2014-06-01,1947.09,18.88
2014-07-01,1973.10,18.96
2014-08-01,1961.53,18.68
2014-09-01,1993.23,18.81
2014-10-01,1937.27,18.50
2014-11-01,2044.57,19.75
2014-12-01,2054.27,20.08
2015-01-01,2028.18,20.02
2015-02-01,2082.20,20.77
2015-03-01,2079.99,20.96
2015-04-01,2094.86,21.42
2015-05-01,2111.94,21.92
2015-06-01,2099.29,22.12
2015-07-01,2094.14,22.40
2015-08-01,2039.87,22.15
2015-09-01,1944.41,21.45
2015-10-01,2024.81,22.68
2015-11-01,2080.62,23.67
2015-12-01,2054.08,23.74
2016-01-01,1918.60,22.18
2016-02-01,1904.42,22.02
2016-03-01,2021.95,23.39
2016-04-01,2075.54,23.97
2016-05-01,2065.55,23.81
2016-06-01,2083.89,23.97
2016-07-01,2148.90,24.52
2016-08-01,2170.95,24.57
2016-09-01,2157.69,24.22
2016-10-01,2143.02,23.57
2016-11-01,2164.99,23.35
2016-12-01,2246.63,23.76
2017-01-01,2275.12,23.59
2017-02-01,2329.91,23.68
2017-03-01,2366.82,23.60
2017-04-01,2359.31,23.24
2017-05-01,2395.35,23.31
2017-06-01,2433.99,23.40
2017-07-01,2454.10,23.36
2017-08-01,2456.22,23.16
2017-09-01,2492.84,23.28
2017-10-01,2557.00,23.67
2017-11-01,2593.61,23.81
2017-12-01,2664.34,24.25
2018-01-01,2789.80,24.97
2018-02-01,2705.16,23.82
2018-03-01,2702.77,23.41
2018-04-01,2653.63,22.53
2018-05-01,2701.49,22.49
2018-06-01,2754.35,22.49
2018-07-01,2793.64,22.33
2018-08-01,2857.82,22.37
2018-09-01,2901.50,22.25
2018-10-01,2785.46,21.25
2018-11-01,2723.23,20.67
2018-12-01,2567.31,19.39
2019-01-01,2607.39,19.60
2019-02-01,2754.86,20.60
2019-03-01,2803.98,20.86
2019-04-01,2903.80,21.56
2019-05-01,2854.71,21.15
2019-06-01,2890.17,21.37
2019-07-01,2996.11,22.28
2019-08-01,2897.50,21.67
2019-09-01,2982.16,22.44
2019-10-01,2977.68,22.04
2019-11-01,3104.90,22.62
2019-12-01,3176.75,22.78
2020-01-01,3278.20,24.88
2020-02-01,3277.31,26.42
2020-03-01,2652.39,22.80
2020-04-01,2761.98,24.97
2020-05-01,2919.61,27.82
2020-06-01,3104.66,31.29
2020-07-01,3207.62,32.44
2020-08-01,3391.71,34.41
2020-09-01,3365.52,34.27
2020-10-01,3418.70,35.30
2020-11-01,3548.99,37.16
2020-12-01,3695.31,39.26
2021-01-01,3793.75,35.96
2021-02-01,3883.43,33.24
2021-03-01,3910.51,30.50
2021-04-01,4141.18,29.92
2021-05-01,4167.85,28.05
2021-06-01,4238.49,26.70
2021-07-01,4363.71,26.56
2021-08-01,4454.21,26.23
2021-09-01,4445.54,25.35
2021-10-01,4460.71,24.39
2021-11-01,4667.39,24.52
2021-12-01,4674.77,23.63
2022-01-01,4573.82,23.11
2022-02-01,4435.98,22.42
2022-03-01,4391.27,22.19
2022-04-01,4391.30,22.40
2022-05-01,4040.36,20.81
2022-06-01,3898.95,20.28
2022-07-01,3911.73,20.53
2022-08-01,4158.56,22.03
2022-09-01,3850.52,20.58
2022-10-01,3726.05,20.44
2022-11-01,3917.49,22.07
2022-12-01,3912.38,22.65
2023-01-01,3960.66,22.82
2023-02-01,4079.68,23.40
2023-03-01,3968.56,22.66
2023-04-01,4121.47,23.27
2023-05-01,4146.17,23.15
2023-06-01,4345.37,24.01
2023-07-01,4508.08,24.76
2023-08-01,4426.24,24.16
2023-09-01,4409.10,23.93
2023-10-01,4258.98,22.78
2023-11-01,4460.06,23.51
2023-12-01,4685.05,24.35
2024-01-01,4804.49,25.01
2024-02-01,5011.96,26.14
2024-03-01,5170.57,27.02
2024-04-01,5095.46,26.41
2024-05-01,5235.23,26.93
2024-06-01,5415.14,27.64
2024-07-01,5542.89,28.08
2024-08-01,5502.17,27.67
2024-09-01,5626.12,28.09
2024-10-01,5792.32,28.45
2024-11-01,5929.92,28.66
2024-12-01,6010.91,28.60
2025-01-01,5979.52,28.16
2025-02-01,6038.69,28.15
2025-03-01,5683.98,26.23
2025-04-01,5369.50,24.56
2025-05-01,5810.92,26.34
2025-06-01,6029.95,27.10
2025-07-01,6296.50,27.81
2025-08-01,6408.95,27.84
2025-09-01,6584.02,28.13
2025-10-01,6735.69,28.78
2025-11-01,6740.89,28.80
2025-12-01,6853.03,29.28
2026-01-01,6929.12,29.60
2026-02-01,6893.81,29.45
2026-03-01,6654.42,28.43
2026-04-01,6957.01,29.72
2026-05-01,7412.55,31.67
2026-06-01,7473.85,31.93
2026-06-26,7361.13,31.45
